"Category_Id2","Category_Name2","Description2","Category_ID1","CreatedBy","CreatedDateTime","ModifiedBy","ModifiedDateTime","Is_Deleted","Br_Code","BackColor","ForeColor"
"10228","TREACLE&SYRUPS","","10017","0001","18/06/2009 15:27:27","0001","18/06/2009 15:27:27","N","EH","",""
"10229","MILK PUDDINGS","","10064","0001","18/06/2009 15:27:27","0001","18/06/2009 15:27:27","N","EH","",""
"10230","CUSTARDS","","10064","0001","18/06/2009 15:27:27","0001","18/06/2009 15:27:27","N","EH","",""
"10231","ACCOMPANIMENTS","","10029","0001","18/06/2009 15:27:28","0001","18/06/2009 15:27:28","N","EH","",""
"10232","TOILET PAPER 9PK","","10031","0001","18/06/2009 15:27:28","0001","18/06/2009 15:27:28","N","EH","",""
"10233","DIPS","","10013","0001","18/06/2009 15:27:29","0001","18/06/2009 15:27:29","N","EH","",""
"10234","LOW ALCOHOL","","10004","0001","18/06/2009 15:27:29","0001","18/06/2009 15:27:29","N","EH","",""
"10235","VERMOUTHS","","10006","0001","18/06/2009 15:27:29","0001","18/06/2009 15:27:29","N","EH","",""
"10236","SPARKLING","","10007","0001","18/06/2009 15:27:29","0001","18/06/2009 15:27:29","N","EH","",""
"10237","SUGAR","","10009","0001","18/06/2009 15:27:30","0001","18/06/2009 15:27:30","N","EH","",""
"10238","BARS","","10009","0001","18/06/2009 15:27:30","0001","18/06/2009 15:27:30","N","EH","",""
"10239","PORT","","10006","0001","18/06/2009 15:27:32","0001","18/06/2009 15:27:32","N","EH","",""
"10240","SPANISH","","10008","0001","18/06/2009 15:27:32","0001","18/06/2009 15:27:32","N","EH","",""
"10241","ITALIAN","","10007","0001","18/06/2009 15:27:33","0001","18/06/2009 15:27:33","N","EH","",""
"10242","SHERRY&F/FIED WINE","","10006","0001","18/06/2009 15:27:33","0001","18/06/2009 15:27:33","N","EH","",""
"10243","ICING&MARZIPAN","","10037","0001","18/06/2009 15:27:33","0001","18/06/2009 15:27:33","N","EH","",""
"10244","COLD REMEDIES","","10022","0001","18/06/2009 15:27:33","0001","18/06/2009 15:27:33","N","EH","",""
"10245","FIRST AID","","10022","0001","18/06/2009 15:27:33","0001","18/06/2009 15:27:33","N","EH","",""
"10246","CREAMS","","10022","0001","18/06/2009 15:27:33","0001","18/06/2009 15:27:33","N","EH","",""
"10247","GERMAN","","10007","0001","18/06/2009 15:27:33","0001","18/06/2009 15:27:33","N","EH","",""
"10248","SPREADS&PASTES","","10017","0001","18/06/2009 15:27:33","0001","18/06/2009 15:27:33","N","EH","",""
"10249","CLOTHS&SPONGES","","10034","0001","18/06/2009 15:27:34","0001","18/06/2009 15:27:34","N","EH","",""
"10250","WEETABIX","","10012","0001","18/06/2009 15:27:34","0001","18/06/2009 15:27:34","N","EH","",""
"10251","COFFEE MACHINE PRODUCTS","","10021","0001","18/06/2009 15:27:35","0001","18/06/2009 15:27:35","N","EH","",""
"10252","STEWING STEAK","","10018","0001","18/06/2009 15:27:35","0001","18/06/2009 15:27:35","N","EH","",""
"10253","MEAL SOUPS","","10057","0001","18/06/2009 15:27:36","0001","18/06/2009 15:27:36","N","EH","",""
"10254","SEASONAL","","10028","0001","18/06/2009 15:27:37","0001","18/06/2009 15:27:37","N","EH","",""
"10255","MILK&CREAM","","10064","0001","18/06/2009 15:27:37","0001","18/06/2009 15:27:37","N","EH","",""
"10256","WINDOW CLEANERS","","10034","0001","18/06/2009 15:27:37","0001","18/06/2009 15:27:37","N","EH","",""
"10257","PUREE TOMATO","","10030","0001","18/06/2009 15:27:37","0001","18/06/2009 15:27:37","N","EH","",""
"10258","RICE SAVOURY","","10030","0001","18/06/2009 15:27:37","0001","18/06/2009 15:27:37","N","EH","",""
"10259","POPCORN","","10013","0001","18/06/2009 15:27:37","0001","18/06/2009 15:27:37","N","EH","",""
"10260","OVEN CLEANERS","","10034","0001","18/06/2009 15:27:38","0001","18/06/2009 15:27:38","N","EH","",""
"10261","CAKE MIXES","","10037","0001","18/06/2009 15:27:38","0001","18/06/2009 15:27:38","N","EH","",""
"10262","SCOTS/QUAKER","","10012","0001","18/06/2009 15:27:39","0001","18/06/2009 15:27:39","N","EH","",""
"10263","SALADS","","10038","0001","18/06/2009 15:27:39","0001","18/06/2009 15:27:39","N","EH","",""
"10264","HAIRCARE 2IN1 PRODUCTS","","10011","0001","18/06/2009 15:27:39","0001","18/06/2009 15:27:39","N","EH","",""
"10265","CONC C/TIONERS","","10020","0001","18/06/2009 15:27:40","0001","18/06/2009 15:27:40","N","EH","",""
"10266","DISINFECTANTS","","10034","0001","18/06/2009 15:27:40","0001","18/06/2009 15:27:40","N","EH","",""
"10267","KIDDIES","","10010","0001","18/06/2009 15:27:40","0001","18/06/2009 15:27:40","N","EH","",""
"10268","RTS SMALL","","10057","0001","18/06/2009 15:27:40","0001","18/06/2009 15:27:40","N","EH","",""
"10269","CAT SNACKS&TREATS","","10015","0001","18/06/2009 15:27:40","0001","18/06/2009 15:27:40","N","EH","",""
"10270","MARMALADE","","10017","0001","18/06/2009 15:27:40","0001","18/06/2009 15:27:40","N","EH","",""
"10271","SKIN CARE","","10011","0001","18/06/2009 15:27:40","0001","18/06/2009 15:27:40","N","EH","",""
"10272","BARS","","10036","0001","18/06/2009 15:27:41","0001","18/06/2009 15:27:41","N","EH","",""
"10273","PARMESAN CHEESE","","10030","0001","18/06/2009 15:27:41","0001","18/06/2009 15:27:41","N","EH","",""
"10274","CANNED FOOD","","10039","0001","18/06/2009 15:27:41","0001","18/06/2009 15:27:41","N","EH","",""
"10275","JUICE DRINKS","","10039","0001","18/06/2009 15:27:41","0001","18/06/2009 15:27:41","N","EH","",""
"10276","CRISPBREADS","","10028","0001","18/06/2009 15:27:41","0001","18/06/2009 15:27:41","N","EH","",""
"10277","BOXES","","10036","0001","18/06/2009 15:27:41","0001","18/06/2009 15:27:41","N","EH","",""
"10278","BAGS","","10009","0001","18/06/2009 15:27:41","0001","18/06/2009 15:27:41","N","EH","",""
"10279","JELLIES","","10064","0001","18/06/2009 15:27:41","0001","18/06/2009 15:27:41","N","EH","",""
"10280","INSTANT TEA","","10021","0001","18/06/2009 15:27:42","0001","18/06/2009 15:27:42","N","EH","",""
"10281","SNACKS&TREATS","","10015","0001","18/06/2009 15:27:42","0001","18/06/2009 15:27:42","N","EH","",""
"10282","NUTS","","10037","0001","18/06/2009 15:27:43","0001","18/06/2009 15:27:43","N","EH","",""
"10283","GERMAN","","10008","0001","18/06/2009 15:27:43","0001","18/06/2009 15:27:43","N","EH","",""
"10284","SEASONAL","","10065","0001","18/06/2009 15:27:43","0001","18/06/2009 15:27:43","N","EH","",""
"10285","PKT DESSERTS","","10064","0001","18/06/2009 15:27:44","0001","18/06/2009 15:27:44","N","EH","",""
"10286","DRIED VEG","","10038","0001","18/06/2009 15:27:44","0001","18/06/2009 15:27:44","N","EH","",""
"10287","PRNS/SHR&CRAB","","10027","0001","18/06/2009 15:27:45","0001","18/06/2009 15:27:45","N","EH","",""
"10288","PASTA SPAGHETTI","","10030","0001","18/06/2009 15:27:45","0001","18/06/2009 15:27:45","N","EH","",""
"10289","LONG LIFE BREAD","","10066","0001","18/06/2009 15:27:45","0001","18/06/2009 15:27:45","N","EH","",""
"10290","SPANISH","","10007","0001","18/06/2009 15:27:46","0001","18/06/2009 15:27:46","N","EH","",""
"10291","SPICES","","10019","0001","18/06/2009 15:27:46","0001","18/06/2009 15:27:46","N","EH","",""
"10292","PIES&PUDDINGS","","10018","0001","18/06/2009 15:27:47","0001","18/06/2009 15:27:47","N","EH","",""
"10293","BEEF EXTRACTS","","10030","0001","18/06/2009 15:27:47","0001","18/06/2009 15:27:47","N","EH","",""
"10294","FOXS","","10028","0001","18/06/2009 15:27:48","0001","18/06/2009 15:27:48","N","EH","",""
"10295","LENTILS","","10019","0001","18/06/2009 15:27:48","0001","18/06/2009 15:27:48","N","EH","",""
"10296","LIGHTERS","","10035","0001","18/06/2009 15:27:49","0001","18/06/2009 15:27:49","N","EH","",""
"10297","RELISH&SALSA","","10029","0001","18/06/2009 15:27:49","0001","18/06/2009 15:27:49","N","EH","",""
"10298","SKIN CARE","","10022","0001","18/06/2009 15:27:49","0001","18/06/2009 15:27:49","N","EH","",""
"10299","BEETROOT","","10029","0001","18/06/2009 15:27:50","0001","18/06/2009 15:27:50","N","EH","",""
"10300","CLINGFILM","","10034","0001","18/06/2009 15:27:51","0001","18/06/2009 15:27:51","N","EH","",""
"10301","PORTUGESE","","10007","0001","18/06/2009 15:27:51","0001","18/06/2009 15:27:51","N","EH","",""
"10302","APPLE SAUCE","","10029","0001","18/06/2009 15:27:52","0001","18/06/2009 15:27:52","N","EH","",""
"10303","SALAD DRESSING","","10029","0001","18/06/2009 15:27:52","0001","18/06/2009 15:27:52","N","EH","",""
"10304","CHOCOLATE","","10037","0001","18/06/2009 15:27:53","0001","18/06/2009 15:27:53","N","EH","",""
"10305","MATCHES","","10035","0001","18/06/2009 15:27:54","0001","18/06/2009 15:27:54","N","EH","",""
"10306","LEMON JUICE&ESS","","10037","0001","18/06/2009 15:27:55","0001","18/06/2009 15:27:55","N","EH","",""
"10307","SUET&BATTER","","10037","0001","18/06/2009 15:27:55","0001","18/06/2009 15:27:55","N","EH","",""
"10308","REFUSE BAGS","","10034","0001","18/06/2009 15:27:55","0001","18/06/2009 15:27:55","N","EH","",""
"10309","RUBBER GLOVES","","10034","0001","18/06/2009 15:27:56","0001","18/06/2009 15:27:56","N","EH","",""
"10310","THIN SAUCES","","10029","0001","18/06/2009 15:27:57","0001","18/06/2009 15:27:57","N","EH","",""
"10311","ANTISEPTICS","","10022","0001","18/06/2009 15:27:57","0001","18/06/2009 15:27:57","N","EH","",""
"10312","KITCHEN TOWELS","","10031","0001","18/06/2009 15:27:57","0001","18/06/2009 15:27:57","N","EH","",""
"10313","BIRD","","10015","0001","18/06/2009 15:27:57","0001","18/06/2009 15:27:57","N","EH","",""
"10314","COTTON WOOL","","10011","0001","18/06/2009 15:28:01","0001","18/06/2009 15:28:01","N","EH","",""
"10315","SARDINES&SILD","","10027","0001","18/06/2009 15:28:01","0001","18/06/2009 15:28:01","N","EH","",""
"10316","MATCHES&F/LIGHTERS","","10034","0001","18/06/2009 15:28:02","0001","18/06/2009 15:28:02","N","EH","",""
"10317","CHUTNEY","","10029","0001","18/06/2009 15:28:04","0001","18/06/2009 15:28:04","N","EH","",""
"10318","STUFF&B/CRUMBS","","10030","0001","18/06/2009 15:28:05","0001","18/06/2009 15:28:05","N","EH","",""
"10319","DRIED FRUIT","","10037","0001","18/06/2009 15:28:05","0001","18/06/2009 15:28:05","N","EH","",""
"10320","POTS","","10033","0001","18/06/2009 15:28:05","0001","18/06/2009 15:28:05","N","EH","",""
"10321","PEPPER","","10030","0001","18/06/2009 15:28:05","0001","18/06/2009 15:28:05","N","EH","",""
"10322","SALT","","10030","0001","18/06/2009 15:28:07","0001","18/06/2009 15:28:07","N","EH","",""
"10323","OWN LABEL","","10012","0001","18/06/2009 15:28:07","0001","18/06/2009 15:28:07","N","EH","",""
"10324","METAL POLISH","","10034","0001","18/06/2009 15:28:07","0001","18/06/2009 15:28:07","N","EH","",""
"10325","PICKLED ONIONS","","10029","0001","18/06/2009 15:28:09","0001","18/06/2009 15:28:09","N","EH","",""
"10326","SPONGES PUDDINGS","","10064","0001","18/06/2009 15:28:10","0001","18/06/2009 15:28:10","N","EH","",""
"10327","VINEGAR","","10029","0001","18/06/2009 15:28:12","0001","18/06/2009 15:28:12","N","EH","",""
"10328","SWEETENERS","","10025","0001","18/06/2009 15:28:12","0001","18/06/2009 15:28:12","N","EH","",""
"10329","FOOD BAGS","","10034","0001","18/06/2009 15:28:13","0001","18/06/2009 15:28:13","N","EH","",""
"10330","PASTA SHAPES","","10030","0001","18/06/2009 15:28:13","0001","18/06/2009 15:28:13","N","EH","",""
"10331","CORNFLOUR","","10037","0001","18/06/2009 15:28:14","0001","18/06/2009 15:28:14","N","EH","",""
"10332","CORNED BEEF","","10018","0001","18/06/2009 15:28:15","0001","18/06/2009 15:28:15","N","EH","",""
"10333","SALAD CREAM","","10029","0001","18/06/2009 15:28:18","0001","18/06/2009 15:28:18","N","EH","",""
"10334","POSTAGE STAMPS","","10032","0001","18/06/2009 15:28:18","0001","18/06/2009 15:28:18","N","EH","",""
"10335","DRIED MEALS","","10033","0001","18/06/2009 15:28:21","0001","18/06/2009 15:28:21","N","EH","",""
"10336","CONDENSED","","10057","0001","18/06/2009 15:28:25","0001","18/06/2009 15:28:25","N","EH","",""
"10337","FLOUR","","10019","0001","18/06/2009 15:28:25","0001","18/06/2009 15:28:25","N","EH","",""
"10338","BBQ SAUCES","","10029","0001","18/06/2009 15:28:28","0001","18/06/2009 15:28:28","N","EH","",""
"10339","MULTIPACKS","","10057","0001","18/06/2009 15:28:29","0001","18/06/2009 15:28:29","N","EH","",""
"10340","STRAWBERRIES","","10023","0001","18/06/2009 15:28:30","0001","18/06/2009 15:28:30","N","EH","",""
"10341","","","10008","0001","18/06/2009 15:28:33","0001","18/06/2009 15:28:33","N","EH","",""
"10342","","","10007","0001","18/06/2009 15:28:33","0001","18/06/2009 15:28:33","N","EH","",""
"10343","FILTER COFFEE","","10021","0001","18/06/2009 15:28:34","0001","18/06/2009 15:28:34","N","EH","",""
"10344","PIE FILLINGS","","10037","0001","18/06/2009 15:28:38","0001","18/06/2009 15:28:38","N","EH","",""
"10345","MUSSELS&COCKLES","","10027","0001","18/06/2009 15:28:39","0001","18/06/2009 15:28:39","N","EH","",""
"10346","EYE CARE","","10022","0001","18/06/2009 15:28:46","0001","18/06/2009 15:28:46","N","EH","",""
"10347","FRESH ORANGE","","10001","0001","18/06/2009 15:28:47","0001","18/06/2009 15:28:47","N","EH","",""
"10348","CEREALS&PULSES","","10030","0001","18/06/2009 15:29:00","0001","18/06/2009 15:29:00","N","EH","",""
"10349","TUBS","","10049","0001","18/06/2009 15:29:01","0001","18/06/2009 15:29:01","N","EH","",""
"10350","BACK","","10067","0001","18/06/2009 15:29:01","0001","18/06/2009 15:29:01","N","EH","",""
"10351","STREAKY","","10067","0001","18/06/2009 15:29:01","0001","18/06/2009 15:29:01","N","EH","",""
"10352","DIET","","10041","0001","18/06/2009 15:29:01","0001","18/06/2009 15:29:01","N","EH","",""
"10353","NATURAL&GREEK","","10041","0001","18/06/2009 15:29:01","0001","18/06/2009 15:29:01","N","EH","",""
"10354","CHIPS","","10068","0001","18/06/2009 15:29:01","0001","18/06/2009 15:29:01","N","EH","",""
"10355","FLAVOURED","","10069","0001","18/06/2009 15:29:02","0001","18/06/2009 15:29:02","N","EH","",""
"10356","TERRITORY","","10070","0001","18/06/2009 15:29:02","0001","18/06/2009 15:29:02","N","EH","",""
"10357","BREAD","","10071","0001","18/06/2009 15:29:02","0001","18/06/2009 15:29:02","N","EH","",""
"10358","HOT PIES&PASTIES","","10072","0001","18/06/2009 15:29:02","0001","18/06/2009 15:29:02","N","EH","",""
"10359","PORTIONS","","10053","0001","18/06/2009 15:29:02","0001","18/06/2009 15:29:02","N","EH","",""
"10360","FLAVOURED","","10061","0001","18/06/2009 15:29:02","0001","18/06/2009 15:29:02","N","EH","",""
"10361","FRUIT","","10073","0001","18/06/2009 15:29:02","0001","18/06/2009 15:29:02","N","EH","",""
"10362","SALADS","","10073","0001","18/06/2009 15:29:03","0001","18/06/2009 15:29:03","N","EH","",""
"10363","FRESH","","10074","0001","18/06/2009 15:29:03","0001","18/06/2009 15:29:03","N","EH","",""
"10364","SPREADS&SOFT CHEESE","","10053","0001","18/06/2009 15:29:03","0001","18/06/2009 15:29:03","N","EH","",""
"10365","POTATO SHAPES","","10068","0001","18/06/2009 15:29:03","0001","18/06/2009 15:29:03","N","EH","",""
"10366","BEANS","","10043","0001","18/06/2009 15:29:03","0001","18/06/2009 15:29:03","N","EH","",""
"10367","MIXES","","10043","0001","18/06/2009 15:29:03","0001","18/06/2009 15:29:03","N","EH","",""
"10368","CARROTS","","10043","0001","18/06/2009 15:29:03","0001","18/06/2009 15:29:03","N","EH","",""
"10369","CAULIFLOWER","","10043","0001","18/06/2009 15:29:03","0001","18/06/2009 15:29:03","N","EH","",""
"10370","BRUSSEL SPROUTS","","10043","0001","18/06/2009 15:29:03","0001","18/06/2009 15:29:03","N","EH","",""
"10371","PEAS","","10043","0001","18/06/2009 15:29:04","0001","18/06/2009 15:29:04","N","EH","",""
"10372","GRATED&PARMESAN","","10070","0001","18/06/2009 15:29:04","0001","18/06/2009 15:29:04","N","EH","",""
"10373","SPECIALITY","","10038","0001","18/06/2009 15:29:04","0001","18/06/2009 15:29:04","N","EH","",""
"10374","SALADS","","10075","0001","18/06/2009 15:29:04","0001","18/06/2009 15:29:04","N","EH","",""
"10375","COLESLAW","","10075","0001","18/06/2009 15:29:04","0001","18/06/2009 15:29:04","N","EH","",""
"10376","PASTRY","","10076","0001","18/06/2009 15:29:04","0001","18/06/2009 15:29:04","N","EH","",""
"10377","","","10075","0001","18/06/2009 15:29:04","0001","18/06/2009 15:29:04","N","EH","",""
"10378","POULTRY","","10077","0001","18/06/2009 15:29:04","0001","18/06/2009 15:29:04","N","EH","",""
"10379","CHEDDAR MATURE","","10070","0001","18/06/2009 15:29:04","0001","18/06/2009 15:29:04","N","EH","",""
"10380","CONTINENTAL","","10070","0001","18/06/2009 15:29:05","0001","18/06/2009 15:29:05","N","EH","",""
"10381","FRESH","","10044","0001","18/06/2009 15:29:05","0001","18/06/2009 15:29:05","N","EH","",""
"10382","PORK","","10078","0001","18/06/2009 15:29:05","0001","18/06/2009 15:29:05","N","EH","",""
"10383","GAMMON&JOINTS","","10067","0001","18/06/2009 15:29:05","0001","18/06/2009 15:29:05","N","EH","",""
"10384","MOUSSE","","10044","0001","18/06/2009 15:29:06","0001","18/06/2009 15:29:06","N","EH","",""
"10385","MORNING GOODS","","10071","0001","18/06/2009 15:29:07","0001","18/06/2009 15:29:07","N","EH","",""
"10386","CAKES","","10071","0001","18/06/2009 15:29:07","0001","18/06/2009 15:29:07","N","EH","",""
"10387","PASTA","","10051","0001","18/06/2009 15:29:07","0001","18/06/2009 15:29:07","N","EH","",""
"10388","U.H.T.","","10061","0001","18/06/2009 15:29:07","0001","18/06/2009 15:29:07","N","EH","",""
"10389","SAUSAGE ROLLS","","10072","0001","18/06/2009 15:29:07","0001","18/06/2009 15:29:07","N","EH","",""
"10390","DIPS&DRESSINGS","","10075","0001","18/06/2009 15:29:08","0001","18/06/2009 15:29:08","N","EH","",""
"10391","U.H.T. SINGLE","","10079","0001","18/06/2009 15:29:08","0001","18/06/2009 15:29:08","N","EH","",""
"10392","U.H.T. DOUBLE","","10079","0001","18/06/2009 15:29:08","0001","18/06/2009 15:29:08","N","EH","",""
"10393","RECIPE DISHES","","10048","0001","18/06/2009 15:29:08","0001","18/06/2009 15:29:08","N","EH","",""
"10394","COOKING&BAKING","","10042","0001","18/06/2009 15:29:08","0001","18/06/2009 15:29:08","N","EH","",""
"10395","YORKSHIRE PUDDINGS","","10080","0001","18/06/2009 15:29:09","0001","18/06/2009 15:29:09","N","EH","",""
"10396","HEALTH SPREADS","","10042","0001","18/06/2009 15:29:10","0001","18/06/2009 15:29:10","N","EH","",""
"10397","MIDDLE","","10067","0001","18/06/2009 15:29:10","0001","18/06/2009 15:29:10","N","EH","",""
"10398","VEGETABLES","","10073","0001","18/06/2009 15:29:11","0001","18/06/2009 15:29:11","N","EH","",""
"10399","CHEDDAR MEDIUM","","10070","0001","18/06/2009 15:29:11","0001","18/06/2009 15:29:11","N","EH","",""
"10400","CHEDDAR MILD","","10070","0001","18/06/2009 15:29:12","0001","18/06/2009 15:29:12","N","EH","",""
"10401","OTHER","","10078","0001","18/06/2009 15:29:12","0001","18/06/2009 15:29:12","N","EH","",""
"10402","PRAWNS&SCAMPI","","10047","0001","18/06/2009 15:29:12","0001","18/06/2009 15:29:12","N","EH","",""
"10403","AEROSOL","","10079","0001","18/06/2009 15:29:12","0001","18/06/2009 15:29:12","N","EH","",""
"10404","CONTINENTAL","","10046","0001","18/06/2009 15:29:12","0001","18/06/2009 15:29:12","N","EH","",""
"10405","RED MEAT CUTS&JOINTS","","10050","0001","18/06/2009 15:29:16","0001","18/06/2009 15:29:16","N","EH","",""
"10406","FRESH SINGLE","","10079","0001","18/06/2009 15:29:16","0001","18/06/2009 15:29:16","N","EH","",""
"10407","FRESH DOUBLE","","10079","0001","18/06/2009 15:29:16","0001","18/06/2009 15:29:16","N","EH","",""
"10408","PATE&SPECIALITY","","10046","0001","18/06/2009 15:29:16","0001","18/06/2009 15:29:16","N","EH","",""
"10409","BLOCKS","","10049","0001","18/06/2009 15:29:16","0001","18/06/2009 15:29:16","N","EH","",""
"10410","PILCHARDS","","10027","0001","18/06/2009 15:29:21","0001","18/06/2009 15:29:21","N","EH","",""
"10411","GARLIC","","10030","0001","18/06/2009 15:29:23","0001","18/06/2009 15:29:23","N","EH","",""
"10412","BREAD&PASTRY","","10037","0001","18/06/2009 15:29:26","0001","18/06/2009 15:29:26","N","EH","",""
"10413","MACK/KIPP&HERR","","10027","0001","18/06/2009 15:29:28","0001","18/06/2009 15:29:28","N","EH","",""
"10414","RHUBARB&PRUNES","","10023","0001","18/06/2009 15:29:29","0001","18/06/2009 15:29:29","N","EH","",""
"10415","SHOE POLISHES","","10034","0001","18/06/2009 15:29:29","0001","18/06/2009 15:29:29","N","EH","",""
"10416","","","10027","0001","18/06/2009 15:29:32","0001","18/06/2009 15:29:32","N","EH","",""
"10417","FISH FILLETS","","10047","0001","18/06/2009 15:29:33","0001","18/06/2009 15:29:33","N","EH","",""
"10418","FISH STEAKS","","10047","0001","18/06/2009 15:29:33","0001","18/06/2009 15:29:33","N","EH","",""
"10419","WAFFLES","","10068","0001","18/06/2009 15:29:33","0001","18/06/2009 15:29:33","N","EH","",""
"10420","ROAST POTATOES","","10068","0001","18/06/2009 15:29:33","0001","18/06/2009 15:29:33","N","EH","",""
"10421","POULTRY WHOLE&CUTS","","10055","0001","18/06/2009 15:29:34","0001","18/06/2009 15:29:34","N","EH","",""
"10422","PORK PIES","","10072","0001","18/06/2009 15:29:35","0001","18/06/2009 15:29:35","N","EH","",""
"10423","PIES","","10081","0001","18/06/2009 15:29:35","0001","18/06/2009 15:29:35","N","EH","",""
"10424","STIR FRY DISHES","","10048","0001","18/06/2009 15:29:36","0001","18/06/2009 15:29:36","N","EH","",""
"10425","SAUSAGES","","10050","0001","18/06/2009 15:29:36","0001","18/06/2009 15:29:36","N","EH","",""
"10426","PANCAKE SNACKS","","10080","0001","18/06/2009 15:29:36","0001","18/06/2009 15:29:36","N","EH","",""
"10427","FRUITS","","10045","0001","18/06/2009 15:29:40","0001","18/06/2009 15:29:40","N","EH","",""
"10428","CONES&PAPER CUPS","","10049","0001","18/06/2009 15:29:45","0001","18/06/2009 15:29:45","N","EH","",""
"10429","U.H.T. WHIPPING","","10079","0001","18/06/2009 15:29:46","0001","18/06/2009 15:29:46","N","EH","",""
"10430","ICE","","10049","0001","18/06/2009 15:29:46","0001","18/06/2009 15:29:46","N","EH","",""
"10431","GARLIC BREADS","","10052","0001","18/06/2009 15:29:47","0001","18/06/2009 15:29:47","N","EH","",""
"10432","CONES&WAFERS","","10028","0001","18/06/2009 15:29:52","0001","18/06/2009 15:29:52","N","EH","",""
"10433","CIDER","","10000","0001","21/06/2009 21:48:34","0001","21/06/2009 21:48:34","N","EH","",""
"10434","CUSTARD","","10061","0002","28/06/2009 17:06:55","0002","28/06/2009 17:06:55","N","EH","",""
"10435","EURO MILLIONS","","10090","0002","03/07/2009 17:28:20","0002","03/07/2009 17:28:20","N","EH","",""
"10436","PAPERS","","10093","0002","07/07/2009 21:20:33","0002","07/07/2009 21:20:33","N","EH","",""
"10437","DAILY PAPERS","","10093","0002","07/07/2009 21:20:55","0002","07/07/2009 21:20:55","N","EH","",""
"10438","LOTTO","","10090","0002","07/07/2009 21:37:24","0002","07/07/2009 21:37:24","N","EH","",""
"10439","CARDS","","10104","0002","13/02/2010 14:17:12","0002","13/02/2010 14:17:12","N","EH","",""
"10440","SUNDAY PAPER","","10093","0001","05/10/2010 10:19:57","0001","05/10/2010 10:19:57","N","EH","",""
"10441","TRAVELCARD","","10105","0001","05/10/2010 10:31:28","0001","05/10/2010 10:31:28","N","EH","",""
"10442","COBRA","","10106","0001","05/10/2010 10:39:14","0001","05/10/2010 10:39:14","N","EH","",""
"10443","TALKHOME","","10106","0001","05/10/2010 10:41:54","0001","05/10/2010 10:41:54","N","EH","",""
"10444","CALLING CARD ","","10106","0001","05/10/2010 10:44:07","0001","05/10/2010 10:44:07","N","EH","",""
"10445","HANGING BAGS","","10088","0001","08/10/2010 10:08:12","0001","08/10/2010 10:08:12","N","EH","",""
"10446","CHILEAN","","10008","0003","23/10/2010 20:09:32","0003","23/10/2010 20:09:32","N","EH","",""
"10447","ARGENTINA","","10008","0003","23/10/2010 20:20:03","0003","23/10/2010 20:20:03","N","EH","",""
"10448","sun","","10031","0001","10/01/2011 10:02:06","0001","10/01/2011 10:02:06","N","EH","",""
"10449","CASE","","10000","0001","18/01/2011 18:15:41","0001","18/01/2011 18:15:41","N","EH","",""
"10450","SAUCE","","10086","0002","18/08/2011 10:45:59","0002","18/08/2011 10:45:59","N","EH","",""
"10451","HOMEBAKE","","10086","0002","18/08/2011 16:16:30","0002","18/08/2011 16:16:30","N","EH","",""
"10452","F&V","","10112","0001","03/09/2011 21:47:20","0001","03/09/2011 21:47:20","N","EH","",""
"10453","STATIONARY","ALL STATIONARY ITEMS","10092","414186","14/09/2012 18:06:28","414186","14/09/2012 18:06:28","N","EH","",""
"10454","Rwd Wine &Rose","","10008","0002","05/01/2013 14:47:14","0002","05/01/2013 14:47:14","N","EH","",""
"10455","White Wine","","10008","0002","05/01/2013 14:47:44","0002","05/01/2013 14:47:44","N","EH","",""
"10456","CRISP","","10039","0002","25/02/2013 16:05:13","0002","25/02/2013 16:05:13","N","EH","",""
"10457","CASE","CASE","10008","0002","31/07/2014 12:31:19","0002","31/07/2014 12:31:19","N","EH","",""
"10458","BISCUIT","","10118","0002","30/11/2014 20:33:14","0002","30/11/2014 20:33:14","N","EH","",""
"10459","JARS","","10118","0002","30/11/2014 20:38:37","0002","30/11/2014 20:38:37","N","EH","",""
"10460","GROCERY","","10118","0002","30/11/2014 20:49:17","0002","30/11/2014 20:49:17","N","EH","",""